Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1765959952,30,,Aggregated,20.900000,0.000000,15,19,23,25,37,140,350,490,1200,1200,1200,685,0,15,38.95282661021428,7.137215000511787,1219.6186330002092,701.9240875912409
1765959953,30,,Aggregated,21.300000,0.000000,15,18,22,24,37,100,340,490,1200,1200,1200,712,0,15,38.02587920364878,7.137215000511787,1219.6186330002092,703.1081460674158
1765959954,30,,Aggregated,22.400000,0.000000,15,18,22,24,36,94,340,490,1200,1200,1200,725,0,15,37.5960630965522,7.137215000511787,1219.6186330002092,705.5393103448276
1765959955,30,,Aggregated,22.200000,0.000000,15,18,22,24,36,94,340,490,1200,1200,1200,731,0,15,37.394054523940184,7.137215000511787,1219.6186330002092,708.5731874145007
1765959956,30,,Aggregated,21.600000,0.000000,15,18,22,24,36,94,340,490,1200,1200,1200,739,0,15,37.140533299052194,7.137215000511787,1219.6186330002092,710.3924221921516
1765959957,30,,Aggregated,19.800000,0.000000,15,18,22,24,36,80,330,490,1200,1200,1200,764,0,15,36.438840349475385,7.137215000511787,1219.6186330002092,710.208115183246
1765959958,30,,Aggregated,18.900000,0.000000,15,18,22,24,35,79,330,490,1200,1200,1200,794,0,15,35.64039567506212,7.137215000511787,1219.6186330002092,710.1435768261965
1765959959,30,,Aggregated,19.500000,0.000000,15,18,21,24,34,76,320,480,1200,1200,1200,825,0,15,34.83861131636138,7.137215000511787,1219.6186330002092,708.4727272727273
1765959960,30,,Aggregated,20.600000,0.000000,15,18,21,23,33,65,310,480,1200,1200,1200,855,0,15,34.20237087601895,7.137215000511787,1219.6186330002092,709.472514619883
1765959961,30,,Aggregated,22.300000,0.000000,15,18,21,23,32,60,310,480,1200,1200,1200,879,0,15,33.64280264050381,7.137215000511787,1219.6186330002092,709.6825938566553
1765959962,30,,Aggregated,21.700000,0.000000,15,18,21,23,32,59,310,480,1200,1200,1200,891,0,15,33.452277662179995,7.137215000511787,1219.6186330002092,712.8630751964085
1765959963,40,,Aggregated,21.900000,0.000000,15,18,21,24,36,150,430,490,1200,1200,1200,920,0,15,38.5712809739101,7.137215000511787,1219.6186330002092,708.1576086956521
1765959964,40,,Aggregated,20.200000,0.000000,15,18,21,24,35,100,430,490,1200,1200,1200,941,0,15,38.076912268857555,7.137215000511787,1219.6186330002092,709.7853347502656
1765959965,40,,Aggregated,20.900000,0.000000,15,18,21,23,34,94,400,490,1200,1200,1200,972,0,15,37.302045327157465,7.137215000511787,1219.6186330002092,710.3302469135803
1765959966,40,,Aggregated,21.400000,0.000000,15,18,21,23,34,80,370,490,1200,1200,1200,1003,0,15,36.55987063409655,7.137215000511787,1219.6186330002092,709.7178464606181
1765959967,40,,Aggregated,23.500000,0.000000,15,18,20,23,33,79,370,490,1200,1200,1200,1028,0,15,35.99008736575877,7.137215000511787,1219.6186330002092,710.421206225681
